x_coor,y_coor,price,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
-122.227,47.504,12.7337553863626,4,1.5,7480,7,2850,6867
-122.164,47.7015,13.2533916398107,3,1.75,37461,7,2520,18295
-121.95,47.5753,13.241922612462,4,1.75,174240,7,2690,174240
-122.333,47.7448,12.9551274580284,4,2.25,9351,7,1910,8660
-121.982,47.7318,12.7798730684576,3,2.25,5028,8,2320,5465
-121.95,47.5954,14.2537654888954,5,4.25,171626,12,4680,211267
-122.337,47.6885,13.0856993930327,2,1,3960,7,1320,4050
-122.179,47.5724,13.3455069287185,3,1.75,9135,7,1580,9800
-122.169,47.5272,13.1956138391439,3,2.5,11632,8,2360,11632
-122.161,47.4334,12.8479265317026,3,2.5,10255,8,2310,10094
-122.308,47.6073,12.8346813049525,2,1,5120,7,1300,5120
-122.046,47.3592,12.4090134895269,3,2.5,8500,7,1850,8140
-122.337,47.4546,12.6443275764613,5,1.75,27260,7,1620,39480
-122.219,47.6408,14.0778748224318,3,2,15021,8,3530,15715
-122.2,47.7245,12.8916915596693,4,2,7680,7,1460,9660
-122.178,47.4362,12.8076526325646,3,2.5,4052,8,2310,5082
-122.156,47.3739,12.7022921169068,4,3,8250,9,2290,8250
-122.127,47.7205,13.80343798,4,3,19700,11,3930,21887
-122.33,47.6636,13.8155105579643,4,2.5,3277,8,1810,3277
-122.197,47.4324,12.3758154201173,3,2.5,2138,7,1490,2094
-122.224,47.7734,13.1711535415738,4,2.5,5280,8,2300,4674
-122.164,47.559,13.5264942624994,4,2.5,9627,9,2140,9131
-122.041,47.633,13.4904726989687,5,2.5,11800,10,3180,11398
-122.103,47.6954,13.644722236984,3,2.5,8750,10,2860,9003
-122.318,47.6776,12.9899741893586,2,2,1372,8,1610,3090
-122.382,47.504,13.2673291476545,3,1.75,10875,8,2460,11760
-122.255,47.2613,12.3368815856416,3,1.5,8230,7,2077,4910
-122.271,47.3417,12.1858699382127,3,2.25,11576,7,1890,7519
-122.275,47.6694,13.3707847359028,2,1,5332,8,2400,5406
-121.955,47.4056,12.7656884334656,3,1.5,219978,6,1930,210394
-122.289,47.3838,12.2307652581205,3,1,7980,7,1150,8050
-122.082,47.7487,12.8992198260901,3,1.75,9102,7,1920,9760
-122.078,47.5534,13.8450693602058,3,2.5,9816,10,3630,7704
-122.18,47.7355,13.1323137082575,3,2,5460,7,1510,5460
-122.211,47.7206,13.0710700830168,5,2.5,7200,7,1930,7221
-122.262,47.7691,13.1615840905576,3,2.25,9263,8,2580,9450
-122.258,47.7183,14.1870741143968,3,4.5,24920,10,2610,13838
-122.214,47.7736,12.7173981443378,3,1.75,9732,7,1630,10007
-122.029,47.362,12.3544926506484,3,1,10403,6,1230,10209
-122.121,47.5698,13.4460398100795,3,2.75,16117,8,2120,16117
-122.221,47.5505,13.6060233330975,3,1.75,9897,8,1900,10005
-122.234,47.7605,13.2194900881351,3,2.5,5802,9,2500,5788
-122.157,47.7356,13.1153387624674,3,2.5,3640,8,2350,3710
-122.438,47.3844,13.4659530817944,3,3,20978,9,2280,75396
-122.226,47.4904,13.2673291476545,4,2.5,9225,9,2460,9600
-122.089,47.3663,12.4490188241406,3,1.75,8659,7,1490,8223
-122.123,47.5637,13.8643007221337,4,3.5,7832,10,3220,8567
-122.125,47.3759,12.7599577587566,3,2.25,8491,8,2400,8049
-122.167,47.3912,12.3458345879053,3,2,3413,7,1570,3777
-122.371,47.3305,12.7924694561432,4,2.25,11250,9,2480,11250
-122.357,47.7617,12.7068479334427,3,1,7000,6,1220,7000
-122.353,47.7311,13.0497926845695,3,1.75,6360,7,1480,6360
-122.107,47.3701,12.6915804613119,4,2.5,7324,8,2100,7329
-122.318,47.4857,12.7381704045717,3,2,28025,7,1770,14833
-122.042,47.3724,12.7440269366844,3,2.5,5192,8,1810,6200
-122.266,47.4855,12.5807348444833,2,2,17600,6,1310,12950
-122.064,47.6336,13.674753120248,3,4.25,6161,10,3230,7709
-122.281,47.717,13.9978321147582,4,2.75,8400,9,2820,8400
-122.066,47.6332,13.9552725003394,4,3.25,10259,11,4300,11919
-122.062,47.5906,13.664571382399,4,2.75,6298,9,3390,7111
-121.998,47.5461,13.1615840905576,4,2.25,3006,7,1580,3000
-122.29,47.5674,13.0389817684653,3,2.5,2527,9,1610,4173
-122.29,47.6943,12.9920815563413,3,1.5,4590,7,1770,5400
-122.38,47.5486,12.6603279178078,2,1,6550,5,1420,6550
-122.188,47.6658,13.2878778158819,4,2.75,10650,8,2920,10988
-122.153,47.5772,12.8439713518596,4,1.75,8640,7,1620,9000
-122.161,47.3875,12.7022921169068,3,2.5,8130,9,2350,7691
-122.174,47.6344,13.6529328032069,3,3,9773,8,2230,11553
-122.391,47.5275,13.1711535415738,3,1.5,6000,7,1730,6012
-122.005,47.6179,14.1448143051069,4,3.25,181319,9,3850,181319
-122.378,47.3078,12.594730635322,4,2.5,7725,8,2060,8250
-122.137,47.5521,13.8831692064381,6,3.5,11793,11,3600,11793
-122.264,47.5158,12.2450529451711,2,2,5000,6,1860,5000
-121.977,47.5985,13.4586927466776,4,2.75,7302,9,2820,7302
-122.082,47.5645,14.0623706358958,5,2.5,9500,8,3080,11081
-122.154,47.6734,13.0214374588144,4,1.5,7350,7,1560,7350
-122.186,47.4734,12.8212582846204,3,2,5036,7,1680,4921
-122.087,47.3811,12.3544926506484,3,1.75,11230,7,1300,10794
-122.215,47.7081,13.4149583617168,5,2.5,14062,7,1910,10392
-122.216,47.7193,12.8929502130765,3,2,6710,7,1660,6600
-122.301,47.6192,13.1021606700868,2,2.5,1391,8,1240,1350
-122.387,47.5836,13.4939269338368,4,2,4140,9,1440,4420
-122.284,47.3841,12.6081988523728,3,2.75,19635,7,2424,12410
-122.39,47.5872,13.3455069287185,2,1.5,5750,7,1590,4025
-121.88,47.5322,12.9888319847798,3,2.5,4500,7,2530,4816
-121.864,47.5416,13.3847276418718,4,2.5,5438,9,3030,5335
-122.381,47.6799,13.0710700830168,2,1,3825,7,1460,3825
-122.151,47.3672,12.7425660160447,3,2,11947,8,2200,12825
-122.205,47.684,13.9978321147582,4,2.5,7800,10,2720,10000
-122.191,47.4404,12.5425448821514,3,1.5,11610,7,1930,10200
-122.281,47.4467,12.3883942023241,2,1.75,7200,7,1450,11682
-122.363,47.6729,13.1787437108404,3,1,3328,7,1640,3333
-122.385,47.5346,12.9990651610598,3,1,5100,7,1690,5100
-122.373,47.6454,13.3293775467887,2,1,6872,7,1420,5538
-122.196,47.6821,14.2142866779216,4,3.75,10800,10,2160,7200
-122.11,47.7206,13.279367126214,4,1.75,7559,8,1980,8750
-122.139,47.4877,13.0815413828841,4,2.5,7787,8,2830,7787
-122.018,47.6554,13.9108207377686,5,3.5,57063,9,2900,50529
-122.347,47.7343,12.5776362019627,4,1,8184,7,1220,660
-122.393,47.5789,13.3293775467887,3,1.75,5000,7,1770,5000
-122.339,47.7439,12.6115377536383,2,1,7680,7,1460,7680
-122.225,47.3818,12.6378550619557,3,1,39150,6,1860,11811
-122.173,47.6734,13.5278284855125,3,2.5,7745,9,2080,8615
-122.084,47.4711,13.6989767417083,4,3.25,194278,10,2200,178160
-122.177,47.452,12.5707157591181,3,1,7560,6,1190,7560
-122.221,47.4973,12.1547793511426,2,1,6000,6,1470,6840
-122.341,47.7546,13.1519221796459,5,3,5105,8,2290,4011
-122.215,47.4667,12.3673407931263,4,1.5,11054,5,1690,9040
-122.374,47.5186,12.5245263766487,2,1,5000,6,940,5000
-122.193,47.6221,13.4973692780278,2,2,9119,7,1380,9121
-122.039,47.683,13.3847276418718,4,2.5,6587,7,2740,6587
-121.943,47.6033,14.28551419,6,5,230652,11,4210,233971
-122.305,47.7315,12.8076526325646,4,1,7085,6,1320,7085
-122.084,47.6917,13.4030208349191,3,1.75,36947,9,2590,28837
-122.056,47.3608,12.5080273772687,3,2.5,7848,7,1680,7848
-122.19,47.2852,12.2060726455302,2,1.5,1898,7,1360,1898
-122.071,47.5931,13.7850513504796,4,3.25,76230,10,3340,49206
-122.316,47.4097,11.982929094216,3,1.5,9600,7,1400,9660
-122.021,47.3105,12.2258752728264,3,1,7405,6,1580,7405
-122.161,47.4296,12.7882882653828,3,2.25,6655,7,1780,7529
-122.197,47.7373,13.0214374588144,4,1.75,8268,7,1870,8190
-122.345,47.6582,13.2963166845278,2,2,4000,7,1920,4000
-122.16,47.3577,12.4252081754468,3,2,6082,7,1360,6987
-122.205,47.449,12.7567918329578,4,2.5,5106,8,2230,5109
-122.186,47.5025,12.5425448821514,4,2.5,4350,7,1560,4350
-122.28,47.3644,12.6725952229393,4,1.75,12000,8,2120,9880
-122.009,47.5896,13.1806322855283,3,2.25,40518,8,2480,13492
-122.169,47.3914,12.8346813049525,3,2.25,18500,8,2120,14479
-122.131,47.7197,13.721199878493,4,2.5,29242,11,3920,24728
-122.116,47.5623,13.5696100195274,4,2.5,9614,10,2560,9770
-122.357,47.5213,12.4682445838119,2,2,649,9,1070,928
-122.16,47.4518,12.6603279178078,4,2.75,18360,7,1870,9588
-122.3,47.4949,12.2783933071098,2,1,8865,6,1190,6490
-122.248,47.5885,13.4659530817944,3,1.75,10221,7,2180,8535
-122.411,47.6452,14.1870741143968,3,3,6320,10,3080,7680
-122.305,47.749,13.0192226184848,3,1.75,9813,7,1520,10125
-122.198,47.4727,12.4722756863048,2,1,8125,6,1340,8750
-122.256,47.7403,12.8891694902366,3,1.5,8280,7,1570,8692
-122.117,47.5146,13.4939269338368,4,2.5,29170,9,3715,29170
-122.291,47.4339,12.3800259526536,4,1,7242,7,1310,7314
-122.097,47.6368,13.5278284855125,6,1.75,9563,8,2040,9563
-122.075,47.3628,12.7113830886081,4,2.5,10271,7,2050,8103
-121.845,47.52,13.0389817684653,4,3,108900,7,1960,65340
-122.083,47.2953,12.9115188816771,4,2.25,217014,8,2340,107898
-122.352,47.6935,13.6876771864544,3,2.5,5163,9,1630,7995
-122.023,47.6239,13.6681699700656,4,2.5,22370,10,3180,7257
-122.168,47.5846,13.3671901395497,3,1.75,9162,7,1870,8944
-122.026,47.6969,12.9831013100708,3,2.5,5680,7,1600,4697
-122.259,47.505,12.4684369099977,3,1,5350,6,1490,5350
-122.289,47.667,13.4172692949454,5,2.75,4000,7,2040,4000
-122.353,47.6376,13.3212142361495,3,1,3400,8,1440,3400
-121.87,47.6929,12.9116423460887,2,0.75,15029,6,1870,25346
-122.015,47.3572,12.7334603575951,4,2.5,5612,7,1830,5998
-121.97,47.5816,13.4870064909922,4,4,7708,10,3480,7944
-122.311,47.5502,12.9990651610598,5,3,5445,7,1080,5445
-122.299,47.6136,13.3847276418718,5,2.75,5040,8,1590,3840
-122.161,47.4478,12.4818086469636,3,1.75,9917,7,1330,9081
-122.007,47.4219,12.6115377536383,2,1,75794,7,2010,98010
-122.212,47.3521,12.4912515877638,3,2.5,3402,7,2095,3402
-122.029,47.7466,13.7429398651294,4,4,84942,9,2700,199504
-122.229,47.7727,13.1806322855283,4,2.5,5493,8,2450,5471
-122.371,47.3062,12.1007121298723,3,1,8960,6,1000,8470
-121.86,47.5422,13.3358605516667,3,2.5,6439,9,3180,7320
-122.306,47.3366,12.4837043821285,3,1.5,10608,7,1380,8976
-122.409,47.573,13.5007998131246,2,2.25,4920,7,2130,4920
-122.177,47.7258,12.9922546920573,4,2.25,10070,7,2060,8155
-122.176,47.4025,12.5006061929311,4,1.75,7500,7,1500,7260
-121.755,47.476,12.7068479334427,3,1.75,15744,7,1470,15744
-122.307,47.6045,13.3692234553359,3,2.5,4000,8,2160,5120
-122.058,47.6366,13.7101500423064,3,2.5,12600,11,3030,12835
-122.06,47.3725,12.8212582846204,3,2.25,13300,8,2470,14000
-122.292,47.5897,13.4371741172444,3,2,2900,8,1910,3900
-121.972,47.6277,13.1323137082575,3,1.5,217800,7,2450,165963
-121.974,47.1803,12.4874851049684,3,1.75,32666,7,2050,43560
-122.188,47.4489,12.5776362019627,3,2.5,2937,8,1610,3049
-122.017,47.3665,12.5981147333062,4,2.5,3600,7,2020,3802
-122.251,47.4964,12.7938593104323,4,2.5,9611,7,1830,8505
-122.317,47.492,12.390475368528,3,1.75,10584,7,1220,12012
-122.373,47.5496,12.8279923168018,2,2.5,2958,8,1540,2385
-121.776,47.5008,13.2963166845278,3,2.5,14402,9,3330,9691
-122.341,47.2846,13.1519221796459,4,3,8249,9,2860,7995
-122.216,47.5494,14.0143614167094,4,2.25,15367,9,3070,15263
-122.027,47.7123,13.1362662825733,2,1.75,6460,8,2170,6254
-122.115,47.3131,12.899094818277,4,2,31465,9,2560,32186
-121.996,47.3122,12.1281111040605,3,1.75,10816,7,1560,10816
-122.125,47.6947,13.0389817684653,3,1.75,7070,7,1440,7210
-122.018,47.5665,12.9842500752747,3,2.25,4789,7,1560,4490
-122.283,47.425,13.0583580474284,4,2.75,13938,8,2050,9000
-122.34,47.6634,13.1825173002241,2,3,1175,8,1290,1800
-122.373,47.7047,13.0024530807318,2,1,6804,7,1150,6930
-122.084,47.3666,12.3149270504423,3,2,6824,7,1660,7586
-122.242,47.7466,13.2878778158819,4,3.5,15842,8,2200,19400
-122.35,47.6972,12.7367008965923,2,2.5,1760,7,1200,1415
-122.395,47.6372,13.3847276418718,3,2,3388,8,1780,4050
-122.001,47.5694,13.1874017735836,3,2.5,5080,8,2190,5085
-122.024,47.6214,13.4516671245469,3,2.75,4694,9,2600,6344
-122.188,47.3961,12.3966930051388,3,1.75,7524,7,1500,7777
-122.309,47.7162,12.9598444479066,3,2.25,8814,7,1810,7515
-122.113,47.6844,13.1711535415738,3,2.25,9414,7,1290,10125
-122.018,47.5737,13.0919041699196,3,2.5,5502,8,2040,5411
-121.771,47.4474,12.0725412529057,3,1,9775,7,1390,9650
-122.184,47.3128,12.2548628096996,3,2,7210,8,1700,7245
-122.171,47.4022,12.4684369099977,3,2.5,7415,7,1930,7536
-122.391,47.5671,13.2655975454902,3,2.5,5750,7,1920,5750
-122.212,47.2876,12.2060726455302,3,1.5,10588,7,1408,10588
-122.372,47.682,13.312983737013,2,1.75,5000,7,1530,5000
-122.331,47.7125,12.6915804613119,3,1,6750,6,1440,6860
-122.239,47.496,12.5759105759952,3,1,6400,6,1200,6600
-122.309,47.5876,13.2356027730108,3,2.5,1458,9,1660,1784
-122.273,47.6821,13.8547312711176,3,1.75,9375,8,2760,9375
-122.396,47.6581,13.2057849855434,3,2.25,2790,7,1920,4000
-122.094,47.3496,13.0815413828841,4,2.25,34293,9,3110,35982
-122.001,47.1951,12.2922503417712,3,1,9633,6,1080,8610
-122.396,47.6539,13.2445810101286,2,1.75,6000,7,1620,6000
-122.178,47.5375,12.9638364691761,3,1.75,7700,7,1680,7700
-122.267,47.7605,13.3847276418718,3,2.5,11575,8,2390,11782
-122.326,47.6663,13.2030212804218,2,1,3060,7,1760,4080
-122.13,47.6978,12.9360337992128,3,1.75,8000,7,1200,7990
-122.215,47.3221,12.273731294004,3,1,8316,6,1200,8316
-122.275,47.4488,12.4090134895269,3,1.5,8910,7,1220,8912
-122.31,47.2681,12.6587393551226,3,2,13303,8,2180,11590
-122.39,47.5821,13.9288392432713,3,1.5,5750,9,1820,5750
-122.39,47.5395,12.8426494746017,2,2,3850,7,950,5500
-122.269,47.336,12.6280670555895,4,2.5,9091,7,1540,7802
-122.261,47.7679,13.2963166845278,5,2.75,6750,8,2620,7920
-122.402,47.5818,13.500114646945,3,2.5,1091,9,1510,1352
-121.853,47.5317,12.9715404876697,3,2.5,6699,7,2360,4744
-122.05,47.3647,12.3883942023241,3,1.75,6500,7,1760,8125
-122.384,47.5338,13.2085410736454,3,1.75,6200,7,1680,5100
-122.305,47.6681,13.1806322855283,3,1.75,2500,7,1580,2750
-122.3,47.4152,11.9640010843304,1,1,26326,6,1250,10608
-122.35,47.5044,12.9598444479066,4,1,7645,6,1170,7649
-122.346,47.4793,12.3013828253345,3,1,6020,6,1300,8640
-122.076,47.7627,13.1635053207355,4,1.75,36400,8,2520,38255
-122.274,47.5193,12.6915804613119,3,1,6862,7,2000,6900
-122.379,47.555,13.3005095627878,3,2,5400,7,1940,6500
-121.826,47.526,12.7278382093345,3,2.5,3976,7,1490,4400
-122.124,47.655,13.8155105579643,3,2.5,10492,10,3000,9812
-122.267,47.6718,13.1123130415508,3,1,6000,6,1250,6000
-122.109,47.6327,13.5251582569566,4,3.5,3330,8,2180,3380
-122.198,47.6245,13.6967270219743,3,1.5,8710,7,1750,9185
-121.758,47.4761,12.5058067990061,3,1.75,22267,7,1150,15625
-122.045,47.5221,13.1153387624674,4,2.5,14440,7,2090,11400
-122.278,47.7522,13.0710700830168,3,2.5,5097,7,1880,6000
-122.311,47.7145,12.6507584667916,3,1.5,1374,7,1307,1232
-122.11,47.7404,12.6854076022048,3,1,12231,7,1390,11632
-122.159,47.4834,12.7098736543592,3,1.75,9079,7,1890,7369
-122.353,47.7049,12.6313403809345,3,1.5,1086,8,1220,1422
-122.381,47.6915,13.3923905146174,4,2.5,4000,8,1640,4000
-122.319,47.336,12.5776362019627,3,1.5,15954,8,1940,12667
-122.274,47.6597,14.0386541092785,4,3.25,5000,9,2220,4000
-122.286,47.6759,13.0389817684653,3,1.75,4708,7,1880,5600
-122.319,47.6988,12.9831013100708,4,2.5,6380,7,1380,6380
-122.181,47.5427,13.4060374284586,4,2.75,11880,8,2390,11211
-122.318,47.6462,13.670484785914,4,1.75,4180,8,2180,4620
-122.146,47.4406,12.8609986132699,3,1.75,18000,8,1800,18000
-122.202,47.705,13.1163453050788,3,2.25,9315,7,2230,9579
-121.785,47.4965,12.5425448821514,2,1,3000,7,1150,7000
-122.271,47.5024,12.1441972418121,2,1.5,17487,6,1690,8056
-122.387,47.5304,13.0784114898751,3,1,4755,8,1850,5300
-121.872,47.544,13.9552725003394,4,3.5,18361,11,4190,13641
-122.368,47.291,12.3104326608544,3,2,7187,7,1440,7187
-122.006,47.6932,13.5911162247484,4,3,209523,8,3440,213444
-122.004,47.3558,13.3210502882845,4,2.5,7399,10,3250,7323
-122.359,47.5536,12.9312028719432,4,3.5,5809,7,1620,5775
-122.321,47.6942,12.8992198260901,4,1,4875,7,1110,5413
-122.182,47.5462,13.5955382230239,5,2.75,6768,9,2870,6768
-122.346,47.2918,12.6760762747759,3,2.5,7757,8,2430,8231
-121.882,47.5441,13.1362662825733,4,2.5,7649,7,2730,6216
-122.298,47.6982,12.8674711277755,3,1,8329,6,1490,8322
-122.101,47.7415,12.8891694902366,3,1,12616,7,1820,13950
-122.224,47.4862,12.829333698626,3,1.75,11788,8,2140,11964
-122.22,47.5553,14.2075526457403,5,2.5,19252,10,3180,13314
-122.141,47.4406,12.7935814940671,4,2.25,7698,8,2330,7986
-122.316,47.6997,12.9239124386805,2,1,4342,6,1210,4343
-122.03,47.6726,13.4444468765734,4,2.5,23488,9,2900,34589
-122.185,47.3702,12.4090134895269,3,2,5760,7,1670,6222
-122.083,47.5896,13.4588356140255,5,2.5,25958,8,2670,21567
-122.311,47.3923,12.498742259493,4,1.75,9966,7,2400,10369
-122.1,47.3664,12.3238556811866,3,1.75,26055,7,1350,13475
-122.195,47.5894,13.7953078506468,4,2.25,11034,8,2300,11550
-122.359,47.5708,13.5860973936365,2,1,5000,5,1500,5000
-122.262,47.5156,12.1807548375459,2,1,5100,6,1170,5304
-122.177,47.589,13.0815413828841,4,2,10575,6,2180,12010
-122.37,47.6385,13.0919041699196,4,2,3600,7,1630,2048
-122.291,47.4672,11.7752897294377,2,1,9000,5,1410,10000
-122.327,47.3444,12.6915804613119,2,1,5703,6,2240,4416
-122.191,47.731,12.9945300058944,3,1.75,7245,7,1530,7490
-122.271,47.7646,13.2176735572087,4,1.75,14782,8,2910,10800
-122.124,47.5015,12.6443275764613,3,1.75,7150,6,1350,9100
-121.972,47.2413,13.1806322855283,3,2.5,39478,9,2700,38312
-122.183,47.4206,12.8739020181058,4,2.5,8548,8,1970,6818
-122.28,47.3575,12.4008167223227,3,1.75,12125,7,1210,12125
-122.025,47.6285,13.3676597333597,4,2.5,9875,9,2440,8799
-122.316,47.3437,12.2783933071098,4,1,7400,7,1540,7379
-122.22,47.7573,12.9116423460887,5,1.75,10500,7,1420,9823
-122.275,47.3745,12.4292161968444,4,1.75,7140,7,1770,8960
-122.309,47.7359,12.9128761525376,3,1.5,8108,7,1300,8108
-122.286,47.7142,13.0214374588144,6,2.25,13579,7,1120,8242
-122.286,47.7142,13.5007998131246,6,2.25,13579,7,1120,8242
-121.998,47.3131,12.4950039373824,3,2,9644,7,1430,9656
-122.031,47.3668,12.5774637733046,3,2.5,6186,7,2390,6924
-122.349,47.6893,13.2445810101286,2,1,4080,7,1300,4080
-122.164,47.635,14.2729354050031,4,3.25,51836,12,4230,41075
-122.131,47.6664,13.3629538423223,3,2.5,2770,8,2510,2708
-122.255,47.4938,12.7656884334656,5,3,5500,8,1700,8000
-122.162,47.4525,12.6760762747759,3,1.5,9380,7,1720,8856
-122.319,47.3825,12.2548628096996,2,1.75,5680,8,1320,3547
-122.376,47.5326,12.4090134895269,2,1,5900,7,1280,5900
-122.161,47.4818,12.7007688873663,3,1.75,7650,7,1590,7500
-122.077,47.7287,13.8003969201542,4,2.25,37769,11,3890,37034
-122.225,47.4908,13.124361380067,3,1.75,7972,8,2460,9796
-121.759,47.4429,12.6603279178078,3,2.25,17424,7,1560,11439
-121.965,47.7336,12.9066918409288,3,2.75,8354,8,2280,6348
-122.28,47.7591,13.2176735572087,3,2,17950,8,2030,23900
-122.201,47.3591,12.758519943987,4,2.5,3562,9,1708,3539
-122.162,47.4388,12.8076526325646,4,2.25,8893,8,2390,7700
-122.368,47.7004,13.2844822268808,3,1,8167,8,1500,6816
-122.131,47.5633,13.312983737013,3,1.75,7400,8,2360,8048
-122.273,47.6585,14.0778748224318,3,3.25,5979,9,3090,6435
-122.272,47.3415,12.3587937325478,3,2,9177,7,2020,8547
-122.2,47.3818,12.7938593104323,4,2.5,17715,8,2210,16907
-122.366,47.695,13.0368054890427,2,1.75,4887,6,1170,5441
-122.062,47.7479,13.5144054651804,3,2,72745,9,2290,54885
-122.073,47.7422,12.6280670555895,3,1,9750,7,1160,9650
-122.38,47.6921,12.8866410438833,3,1,4000,6,950,4000
-122.198,47.7533,13.2356920627113,4,2.5,6000,8,2510,6600
-122.402,47.5793,13.3847276418718,4,1.75,5070,7,2180,5400
-122.239,47.7767,13.0168917444621,3,2.5,4912,7,2010,4395
-122.387,47.6988,13.1567648041217,3,1.5,5200,7,2210,6240
-122.214,47.7121,12.9831013100708,4,1.5,6460,7,1450,6630
-122.313,47.7447,12.706844903135,3,1,6908,6,1150,6908
-122.405,47.5671,13.7642172635767,3,1.75,4200,8,2510,7500
-122.317,47.5646,13.0103138735957,3,1,6001,7,1370,5520
-122.02,47.717,13.4585498589157,2,2.5,6600,8,1870,6600
-122.279,47.6374,13.6529916284665,3,1.75,3850,7,1390,3600
-122.355,47.3272,12.6650785205664,3,1.75,14250,7,2140,14960
-122.157,47.5511,13.7562911983043,5,3.5,9612,9,3270,9688
-122.384,47.5912,14.0855376951773,2,2.25,3938,10,3220,4500
-122.178,47.5987,13.6607263441634,4,2.25,13430,9,2580,10077
-122.262,47.5132,12.9131227312591,5,1.5,4000,8,1480,4000
-121.97,47.6333,13.2445810101286,4,2.5,22594,8,2560,33341
-122.387,47.5818,12.8992198260901,3,2.25,1149,8,1210,1316
-121.934,47.7576,12.7068479334427,3,2,218252,7,2230,218222
-122.043,47.3608,12.8345479627295,4,2.75,4683,7,2230,4924
-122.166,47.4987,12.9123828126164,3,2.75,7939,7,1920,7939
-122.056,47.6216,13.2356920627113,3,2.25,31400,8,2160,34500
-122.195,47.6051,13.6219258088916,4,2.25,9864,8,2360,9864
-122.08,47.363,12.4684369099977,3,1.75,10968,7,1400,7799
-122.287,47.6777,13.5410737122625,4,2.5,6099,8,2180,6099
-122.336,47.3384,12.9116423460887,3,2.5,12750,10,2970,13125
-122.15,47.4598,12.9713079024844,4,2.5,8625,8,2240,8700
-122.189,47.5089,12.741102957993,3,1.5,7223,7,1320,7356
-122.38,47.7751,13.0503301745045,5,2,7642,7,1940,8724
-122.362,47.6797,13.0170028617465,2,2,3000,7,1390,4000
-122.144,47.5771,12.8739020181058,3,1,10800,7,1370,9950
-122.114,47.6188,12.9480099902596,3,2.25,8030,8,2070,8250
-122.279,47.4802,12.5059920356464,3,2.5,4838,8,1910,7409
-122.295,47.6101,13.1082644530248,4,2,2874,7,1520,2874
-122.172,47.3314,12.8212582846204,4,2.5,5880,9,2520,6000
-122.11,47.475,12.6280670555895,3,1,23680,7,1450,23680
-122.217,47.7146,12.8992198260901,3,1.75,8219,6,2030,7504
-122.356,47.7073,12.6760762747759,3,1.5,1221,8,1180,887
-122.351,47.6583,13.4800378216761,4,1,4800,7,1260,1452
-122.125,47.6261,13.3847276418718,6,2.75,10003,8,2560,10004
-122.376,47.3109,12.2922503417712,5,1.75,8040,8,2370,8000
-122.371,47.6949,13.1223633774043,2,1,5400,7,1540,5670
